x,y,data
0.9862768288615988,0.3862003685659545,0.28551075349581223
0.8733919458206546,0.26524835661042356,0.4430269039300693
0.5097455249715815,0.679328116447335,0.004543139099420154
0.27183571428207576,0.8615109714652016,0.1166280145300689
0.33691872774596354,0.31342842531715276,0.5521448944275745
0.21695426501692427,0.05169012143327434,1.0505342958422916
0.27647714315379956,0.6241370440097667,-0.045498080379115215
0.34331559277945756,0.7420391717303454,-0.2654840838310788
0.8621589354598529,0.06378665012690499,0.3461840696211077
0.1566996700094886,0.7574413915149257,-0.08310462774889713
0.14088724485241533,0.48095337292290286,0.225596184629177
0.7570802806406883,0.13803925371899317,0.2440597242548577
0.7363249181536082,0.5174969117809597,0.15006771398951213
0.3556630916357817,0.9726717526666009,-0.006552567344303533
0.341093016511376,0.4125411012691158,0.37818440620891347
0.6668030505533264,0.35374061230005727,0.5533014291616256
0.21710063875409402,0.2544486428383391,0.8395836877530894
0.5614269824329373,0.61320571120166,0.10629872518864059
0.12417877772572972,0.671211974403062,0.0015853710583735806
0.31973648445352787,0.07345621130367308,0.6325933395097166
0.9532138731707349,0.2293966031182021,0.2260717876161792
0.1373567907977804,0.9184055069643235,-0.01485126997060934
0.5694130968803307,0.7919701918192402,-0.11077511112738536
0.975665482923206,0.8398738702035259,-0.056936004019000966
0.5033670609602782,0.48179064450845355,0.09874049573650642
0.667664206148106,0.4304435823822417,0.13880831251965614
0.034191498014390254,0.4289206371940202,0.2028321782373035
0.4561193663104297,0.04243802066763214,0.5954602142723634
0.15585136278205936,0.3333700286643293,0.5023210943201537
0.47604896649886996,0.27930709999819225,0.3740075886668669
0.1697024384024194,0.25739922070848964,0.8922354686037791
0.896258337240171,0.7747365814878995,0.19229525754525897
0.37339375767160377,0.9173820241625664,-0.08716730495383956
0.3796929304747517,0.15649721779079995,0.8738221158013375
0.8583165879179017,0.15464588372323407,0.22776335029938674
0.6460610548847572,0.8086534448891777,0.06695680292432347
0.5834616977324469,0.23920771483465697,0.2998461092691411
0.6683500268388352,0.12069209862020835,0.3286984530504301
0.17779262018968056,0.7273139208237105,0.03750780581042727
0.8492480168178629,0.9275320580175593,0.02246593267461771
0.4423725818484675,0.4067412336613915,0.3828297729495387
0.8314677097714283,0.12376955764627018,0.3064061315831814
0.7639207162891455,0.06302314314290369,0.24358930799065587
0.9196909765699617,0.09125997765234783,0.12391459236327913
0.0705734271105728,0.1426988370618233,0.748730890280175
0.15616541643945592,0.9411796746843671,-0.00024322296815041262
0.63689423196581,0.44385692784649655,0.24431708406337263
0.5556956874312483,0.2418683036149203,0.3370074180757201
0.19192871335211525,0.9574420694541083,-0.08857555259081944
0.42565598265327986,0.5769822327769851,0.09664540030352427
0.5134202078398403,0.32635347359018174,0.1831041773660383
0.26937758573023707,0.5352480440165618,0.09251142247644908
0.5990200186903153,0.7761072444241661,0.008558051768792818
0.2201739451317244,0.7957184001535987,0.04808090973067711
0.30086249443309576,0.024773966112007217,0.7433293593944013
0.04839448406241442,0.944584907636951,-0.02838868291100261
0.5643200587745707,0.24779507153707214,0.3862084463967088
0.9360322048719596,0.43537620718586323,0.38298255167939
0.8030276421809801,0.5944775302872588,0.14633914805819556
0.6973051493459308,0.9377921689239955,0.08849283429719748
0.4613842758852935,0.9240902201485504,-0.21264656239470242
0.6624346110237985,0.8744920659885256,0.14736053492441822
0.749665638107741,0.3054857072020527,0.4666626929371636
0.531454892335754,0.9330674483974961,-0.06904939804918678
0.48281012636137444,0.4652019776355497,0.08416146600320615
0.029274232997923866,0.4247674180635673,0.1397982647959802
0.8942831037893809,0.49653862381128344,0.20103933956924583
0.831532083641436,0.5444740643712392,-0.00969439921367396
0.7378434611229551,0.8119720644964012,0.07830617464946613
0.8984972983932153,0.623260676073278,0.10433114050025587
0.23073414138282689,0.5001373480335884,0.005349861794296529
0.17996050975704747,0.9613584071015233,0.05039669552842524
0.6141581218456464,0.7146341197030326,-0.05447826060052758
0.016669482030499783,0.6615437407135518,0.01121114632186449
0.2993222459226972,0.8348491966635178,0.12818773916363718
0.6685408777370756,0.8185060976455734,0.05526798681919816
0.952552435609467,0.9353008624525249,-0.09299633001244906
0.8162070121708518,0.9369753542153608,0.22600250887495313
0.07786223582619556,0.9062481270964818,-0.0900348774630245
0.13461292878049058,0.3932631485864069,0.38290644116136124
0.5765481169395755,0.7786363959353734,0.09344380992719911
0.1772786242454092,0.47439776780214593,0.2186463087833464
0.994458699682387,0.11274693003710412,-0.029423923719573947
0.11737486757703175,0.8654128840534306,-0.08150085587476695
0.8408448327933937,0.1565476569675166,0.20155025131596888
0.01402672984617559,0.2815002783955016,0.5263006891735984
0.8716874841492676,0.22760761889386394,0.5189457447258145
0.9024067451099409,0.07354138206139726,0.06799353847109316
0.4492044690082869,0.08393224097163243,0.4603741902051186
0.6181819756751991,0.03590210392244719,0.3026454275584367
0.9789781327688083,0.18422505971941217,0.32794764874132576
0.3972784841834377,0.873803334248182,-0.02631625119279009
0.447230833695931,0.29144278346210717,0.3272228487615622
0.23325997977772805,0.049262226731041636,0.8976471360859124
0.9317293800789463,0.5952357853412757,0.1853167652880256
0.2728024687174939,0.7821363261434561,0.02961122520995602
0.9323277930684317,0.8748097942247703,-0.08065316567440652
